,Country,Original Station Number,Original Station Name,Path to original data,Latitude,Longitude,Elevation,Number of records,Percent missing data,Original Timestep,Original Units,Daylight Saving info,No data value,Resolution,Other,height,height units,file,header_lines,units,ID,Start,End,timezone,timestep,utc_offset,Inferred_timezone,End_time,Start_time,Distance
AU_40166,Australia,40166,OXENFORD (OBERON WAY),B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40166_999999998752738.txt,-27.8965,153.3128,6m,149642,14.77,5min,mm,,-999.0,0.0, Changed LST,6.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40166.txt,21,mm,AU_40166,1998060423,2015070100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2015-06-30 14:00:00+00:00,1998-06-04 13:00:00+00:00,82713.8217941392
AU_58026,Australia,58026,GREVILLIA (SUMMERLAND WAY),B:/INTENSE data/Original data/Australia/RI_5min_NSW.zip/outputFor58026_999999998752763.txt,-28.4414,152.8296,140m,330124,15.48,5min,mm,,-999.0,0.0, Changed LST,140.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_58026.txt,21,mm,AU_58026,1963040421,2000120100,Local Standard Time,1hr,0 days 10:00:00,Australia/Sydney,2000-11-30 14:00:00+00:00,1963-04-04 11:00:00+00:00,96677.3425982953
AU_40960,Australia,40960,CLEAR MOUNTAIN BURANDA RD,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40960_999999998752738.txt,-27.3247,152.9031,81m,97872,19.53,5min,mm,,-999.0,0.04, Changed LST,81.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40960.txt,21,mm,AU_40960,2004050101,2015070100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2015-06-30 14:00:00+00:00,2004-04-30 15:00:00+00:00,47756.309758294505
AU_40769,Australia,40769,BLACKBUTT FORESTRY STN,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40769_999999998752738.txt,-26.8919,152.105,450m,95528,4.15,5min,mm,,-999.0,0.0, Changed LST,450.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40769.txt,21,mm,AU_40769,1988040617,1999030100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,1999-02-28 14:00:00+00:00,1988-04-06 07:00:00+00:00,90242.0058572272
AU_40977,Australia,40977,SAMFORD KAY DRIVE,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40977_999999998752738.txt,-27.3694,152.8746,61m,82488,36.12,5min,mm,,-999.0,0.07, Changed LST,61.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40977.txt,21,mm,AU_40977,2006020101,2015070100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2015-06-30 14:00:00+00:00,2006-01-31 15:00:00+00:00,42413.99581927515
AU_40609,Australia,40609,ELANORA WATER TREATMENT PLANT,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40609_999999998752738.txt,-28.1178,153.4457,4m,356139,16.37,5min,mm,,-999.0,0.0, Changed LST,4.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40609.txt,21,mm,AU_40609,1974111322,2015070100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2015-06-30 14:00:00+00:00,1974-11-13 12:00:00+00:00,105667.03904340201
AU_40121,Australia,40121,MALENY TAMARIND ST,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40121_999999998752738.txt,-26.7528,152.8519,425m,112291,14.99,5min,mm,,-999.0,0.0, Changed LST,425.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40121.txt,21,mm,AU_40121,2002080906,2015060100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2015-05-31 14:00:00+00:00,2002-08-08 20:00:00+00:00,99705.43556516891
AU_41525,Australia,41525,WARWICK,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor41525_999999998752738.txt,-28.2061,152.1003,475.4m,143174,16.74,5min,mm,,-999.0,0.0, Changed LST,475.4,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_41525.txt,21,mm,AU_41525,1999040111,2015080100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2015-07-31 14:00:00+00:00,1999-04-01 01:00:00+00:00,79109.20123436287
AU_41512,Australia,41512,COOBY CREEK DAM,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor41512_999999998752738.txt,-27.3825,151.9244,497m,207936,20.96,5min,mm,,-999.0,0.0, Changed LST,497.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_41512.txt,21,mm,AU_41512,1991091101,2015060100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2015-05-31 14:00:00+00:00,1991-09-10 15:00:00+00:00,65672.0969298369
AU_40924,Australia,40924,WOODFORD STANMORE,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40924_999999998752738.txt,-26.9028,152.7664,165m,33035,56.54,5min,mm,,-999.0,0.2, Changed LST,165.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40924.txt,21,mm,AU_40924,2011052414,2015030100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2015-02-28 14:00:00+00:00,2011-05-24 04:00:00+00:00,81321.5962313265
AU_40988,Australia,40988,NAMBOUR DAFF - HILLSIDE,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40988_999999998752738.txt,-26.6442,152.9383,53.2m,66034,32.4,5min,mm,,-999.0,0.2, Changed LST,53.2,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40988.txt,21,mm,AU_40988,2007121815,2015070100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2015-06-30 14:00:00+00:00,2007-12-18 05:00:00+00:00,113895.53191716378
AU_40750,Australia,40750,SPRINGBROOK TM,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40750_999999998752738.txt,-28.2322,153.2825,1000m,35063,7.71,5min,mm,,-999.0,0.01, Changed LST,1000.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40750.txt,21,mm,AU_40750,1996110102,2000110100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2000-10-31 14:00:00+00:00,1996-10-31 16:00:00+00:00,100702.17234219077
AU_40852,Australia,40852,CANUNGRA LAND WARFARE CENTRE,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40852_999999998752738.txt,-28.0272,153.1794,120m,60637,15.77,5min,mm,,-999.0,0.0, Changed LST,120.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40852.txt,21,mm,AU_40852,1992033012,1999030100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,1999-02-28 14:00:00+00:00,1992-03-30 02:00:00+00:00,78352.73426447513
AU_40606,Australia,40606,UPPER MUDGEERABA WATER,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40606_999999998752738.txt,-28.1056,153.3286,128m,354676,10.53,5min,mm,,-999.0,0.0, Changed LST,128.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40606.txt,21,mm,AU_40606,1974111321,2015050100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2015-04-30 14:00:00+00:00,1974-11-13 11:00:00+00:00,95334.29780708598
AU_40759,Australia,40759,CORBOULD PK RACECOURSE,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40759_999999998752738.txt,-26.785,153.0686,25m,30637,10.64,5min,mm,,-999.0,0.2, Changed LST,25.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40759.txt,21,mm,AU_40759,2012020112,2015080100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2015-07-31 14:00:00+00:00,2012-02-01 02:00:00+00:00,105212.74347221339
AU_40961,Australia,40961,CAPE MORETON TBRG,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40961_999999998752738.txt,-27.0311,153.4658,99.9m,48936,9.68,5min,mm,,-999.0,0.0, Changed LST,99.9,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40961.txt,21,mm,AU_40961,2004020101,2009090100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2009-08-31 14:00:00+00:00,2004-01-31 15:00:00+00:00,111804.84009301534
AU_40265,Australia,40265,REDLANDS HRS,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40265_999999998752738.txt,-27.5278,153.25,16m,429555,19.41,5min,mm,,-999.0,0.0, Changed LST,16.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40265.txt,21,mm,AU_40265,1964103022,2013110100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2013-10-31 14:00:00+00:00,1964-10-30 12:00:00+00:00,70772.37612904482
AU_40496,Australia,40496,CALOUNDRA WTP,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40496_999999998752738.txt,-26.785,153.1147,57m,335181,6.96,5min,mm,,-999.0,0.0, Changed LST,57.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40496.txt,21,mm,AU_40496,1972120404,2011030100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2011-02-28 14:00:00+00:00,1972-12-03 18:00:00+00:00,107563.62414149429
AU_41359,Australia,41359,OAKEY AERO,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor41359_999999998752738.txt,-27.4034,151.7413,405.7m,368933,2.99,5min,mm,,-999.0,0.0, Changed LST,405.7,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_41359.txt,21,mm,AU_41359,1973062920,2015080100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2015-07-31 14:00:00+00:00,1973-06-29 10:00:00+00:00,82014.17688124567
AU_40461,Australia,40461,FERNY HILLS AUST WOOLSHED,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40461_999999998752738.txt,-27.3947,152.9308,63m,299841,13.82,5min,mm,,-999.0,0.0, Changed LST,63.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40461.txt,21,mm,AU_40461,1971111816,2006020100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2006-01-31 14:00:00+00:00,1971-11-18 06:00:00+00:00,45359.05010543804
AU_40312,Australia,40312,NEW BEITH,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40312_999999998752738.txt,-27.7354,152.9443,69m,368202,12.25,5min,mm,,-999.0,0.0, Changed LST,69.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40312.txt,21,mm,AU_40312,1973062907,2015070100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2015-06-30 14:00:00+00:00,1973-06-28 21:00:00+00:00,42405.26429841247
AU_40842,Australia,40842,BRISBANE AERO,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40842_999999998752738.txt,-27.3917,153.1292,4.5m,131299,6.81,5min,mm,,-999.0,0.0, Changed LST,4.5,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40842.txt,21,mm,AU_40842,2000020906,2015020100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2015-01-31 14:00:00+00:00,2000-02-08 20:00:00+00:00,63052.2163275359
AU_40849,Australia,40849,COOMBABAH WATER TREATMENT PLANT,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40849_999999998752738.txt,-27.9136,153.3657,3m,202240,13.67,5min,mm,,-999.0,0.0, Changed LST,3.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40849.txt,21,mm,AU_40849,1992020309,2015030100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2015-02-28 14:00:00+00:00,1992-02-02 23:00:00+00:00,88250.6233329963
AU_40913,Australia,40913,BRISBANE,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40913_999999998752738.txt,-27.4808,153.0389,8.1m,136489,8.83,5min,mm,,-999.0,0.01, Changed LST,8.1,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40913.txt,21,mm,AU_40913,2000010500,2015080100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2015-07-31 14:00:00+00:00,2000-01-04 14:00:00+00:00,51348.77386246333
AU_040764,Australia,40764,GOLD COAST SEAWAY,B:/INTENSE data/Original data/Australia/AWS 1min_QLD.zip/HD01D_Data_040764_999999998747784.txt,-27.939,153.4283,3.0m,135142,10.21,1min,mm,,-999.0,0.2, Changed CET,3.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_040764.txt,21,mm,AU_040764,2000032012,2015082009,CET,1hr,0 days 10:00:00,Australia/Brisbane,2015-08-19 23:00:00+00:00,2000-03-20 02:00:00+00:00,95020.13616129853
AU_040958,Australia,40958,REDCLIFFE,B:/INTENSE data/Original data/Australia/AWS 1min_QLD.zip/HD01D_Data_040958_999999998747784.txt,-27.2169,153.0922,12.6m,100597,15.87,1min,mm,,-999.0,0.2, Changed CET,12.6,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_040958.txt,21,mm,AU_040958,2004022721,2015082009,CET,1hr,0 days 10:00:00,Australia/Brisbane,2015-08-19 23:00:00+00:00,2004-02-27 11:00:00+00:00,69791.78368021006
AU_041359,Australia,41359,OAKEY AERO,B:/INTENSE data/Original data/Australia/AWS 1min_QLD.zip/HD01D_Data_041359_999999998747784.txt,-27.4034,151.7413,405.7m,102332,10.16,1min,mm,,-999.0,0.2, Changed CET,405.7,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_041359.txt,21,mm,AU_041359,2003121714,2015082009,CET,1hr,0 days 10:00:00,Australia/Brisbane,2015-08-19 23:00:00+00:00,2003-12-17 04:00:00+00:00,82014.17688124567
AU_040842,Australia,40842,BRISBANE AERO,B:/INTENSE data/Original data/Australia/AWS 1min_QLD.zip/HD01D_Data_040842_999999998747784.txt,-27.3917,153.1292,4.5m,135142,12.32,1min,mm,,-999.0,0.2, Changed CET,4.5,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_040842.txt,21,mm,AU_040842,2000032012,2015082009,CET,1hr,0 days 10:00:00,Australia/Brisbane,2015-08-19 23:00:00+00:00,2000-03-20 02:00:00+00:00,63052.2163275359
AU_040082,Australia,40082,UNIVERSITY OF QUEENSLAND GATTON,B:/INTENSE data/Original data/Australia/AWS 1min_QLD.zip/HD01D_Data_040082_999999998747784.txt,-27.5436,152.3375,89.0m,44873,2.08,1min,mm,,-999.0,0.2, Changed CET,89.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_040082.txt,21,mm,AU_040082,2010070717,2015082009,CET,1hr,0 days 10:00:00,Australia/Brisbane,2015-08-19 23:00:00+00:00,2010-07-07 07:00:00+00:00,21138.052265177488
AU_040211,Australia,40211,ARCHERFIELD AIRPORT,B:/INTENSE data/Original data/Australia/AWS 1min_QLD.zip/HD01D_Data_040211_999999998747784.txt,-27.5717,153.0078,12.5m,135142,12.5,1min,mm,,-999.0,0.2, Changed CET,12.5,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_040211.txt,21,mm,AU_040211,2000032012,2015082009,CET,1hr,0 days 10:00:00,Australia/Brisbane,2015-08-19 23:00:00+00:00,2000-03-20 02:00:00+00:00,46459.89046520389
AU_041525,Australia,41525,WARWICK,B:/INTENSE data/Original data/Australia/AWS 1min_QLD.zip/HD01D_Data_041525_999999998747784.txt,-28.2061,152.1003,475.4m,34335,3.19,1min,mm,,-999.0,0.2, Changed CET,475.4,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_041525.txt,21,mm,AU_041525,2011091919,2015082009,CET,1hr,0 days 10:00:00,Australia/Brisbane,2015-08-19 23:00:00+00:00,2011-09-19 09:00:00+00:00,79109.20123436287
AU_040004,Australia,40004,AMBERLEY AMO,B:/INTENSE data/Original data/Australia/AWS 1min_QLD.zip/HD01D_Data_040004_999999998747784.txt,-27.6297,152.7111,24.2m,135142,18.63,1min,mm,,-999.0,0.2, Changed CET,24.2,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_040004.txt,21,mm,AU_040004,2000032012,2015082009,CET,1hr,0 days 10:00:00,Australia/Brisbane,2015-08-19 23:00:00+00:00,2000-03-20 02:00:00+00:00,17156.616749770776
AU_040913,Australia,40913,BRISBANE,B:/INTENSE data/Original data/Australia/AWS 1min_QLD.zip/HD01D_Data_040913_999999998747784.txt,-27.4808,153.0389,8.1m,135142,12.29,1min,mm,,-999.0,0.2, Changed CET,8.1,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_040913.txt,21,mm,AU_040913,2000032012,2015082009,CET,1hr,0 days 10:00:00,Australia/Brisbane,2015-08-19 23:00:00+00:00,2000-03-20 02:00:00+00:00,51348.77386246333
AU_040983,Australia,40983,BEAUDESERT DRUMLEY STREET,B:/INTENSE data/Original data/Australia/AWS 1min_QLD.zip/HD01D_Data_040983_999999998747784.txt,-27.9707,152.9898,47.8m,38153,1.09,1min,mm,,-999.0,0.2, Changed CET,47.8,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_040983.txt,21,mm,AU_040983,2011041317,2015082009,CET,1hr,0 days 10:00:00,Australia/Brisbane,2015-08-19 23:00:00+00:00,2011-04-13 07:00:00+00:00,59910.441009442286
AU_040717,Australia,40717,COOLANGATTA,B:/INTENSE data/Original data/Australia/AWS 1min_QLD.zip/HD01D_Data_040717_999999998747784.txt,-28.1681,153.5053,4.0m,104682,14.17,1min,mm,,-999.0,0.2, Changed CET,4.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_040717.txt,21,mm,AU_040717,2003091016,2015082009,CET,1hr,0 days 10:00:00,Australia/Sydney,2015-08-19 23:00:00+00:00,2003-09-10 06:00:00+00:00,113600.04892426757
AU_040988,Australia,40988,NAMBOUR DAFF - HILLSIDE,B:/INTENSE data/Original data/Australia/AWS 1min_QLD.zip/HD01D_Data_040988_999999998747784.txt,-26.6442,152.9383,53.2m,46385,0.83,1min,mm,,-999.0,0.2, Changed CET,53.2,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_040988.txt,21,mm,AU_040988,2010050517,2015082009,CET,1hr,0 days 10:00:00,Australia/Brisbane,2015-08-19 23:00:00+00:00,2010-05-05 07:00:00+00:00,113895.53191716378
AU_040861,Australia,40861,SUNSHINE COAST AIRPORT,B:/INTENSE data/Original data/Australia/AWS 1min_QLD.zip/HD01D_Data_040861_999999998747784.txt,-26.6006,153.0903,3.3m,58948,7.22,1min,mm,,-999.0,0.2, Changed CET,3.3,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_040861.txt,21,mm,AU_040861,2008112806,2015082009,CET,1hr,0 days 10:00:00,Australia/Brisbane,2015-08-19 23:00:00+00:00,2008-11-27 20:00:00+00:00,124292.76054552497
AU_040043,Australia,40043,CAPE MORETON LIGHTHOUSE,B:/INTENSE data/Original data/Australia/AWS 1min_QLD.zip/HD01D_Data_040043_999999998747784.txt,-27.0314,153.4661,99.9m,99929,22.74,1min,mm,,-999.0,0.2, Changed CET,99.9,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_040043.txt,21,mm,AU_040043,2004032617,2015082009,CET,1hr,0 days 10:00:00,Australia/Brisbane,2015-08-19 23:00:00+00:00,2004-03-26 07:00:00+00:00,111810.10163889197
AU_041529,Australia,41529,TOOWOOMBA AIRPORT,B:/INTENSE data/Original data/Australia/AWS 1min_QLD.zip/HD01D_Data_041529_999999998747784.txt,-27.5425,151.9134,640.9m,53800,9.14,1min,mm,,-999.0,0.2, Changed CET,640.9,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_041529.txt,21,mm,AU_041529,2009063018,2015082009,CET,1hr,0 days 10:00:00,Australia/Brisbane,2015-08-19 23:00:00+00:00,2009-06-30 08:00:00+00:00,62199.64914230617
